open,open close,close,area,adress,name,category,mub
20210608,01,,33.00,동구 신천동 337-3 ,커피데이 (coffee day),기타 휴게음식점,N
20210514,01,,56.56,동구 대림동 890-4 ,컴포즈커피(대구혁신점),기타 휴게음식점,N
20210514,01,,56.73,동구 봉무동 1539-8 ,와플대학 이시아폴리스캠퍼스,기타 휴게음식점,N
20210622,01,,23.56,동구 신암동 91-4 ,이태리피자,기타 휴게음식점,N
20210621,01,,87.36,동구 각산동 1033-2 라온프라자 ,던킨,기타 휴게음식점,N
20210611,01,,90.00,동구 방촌동 902-36 ,꿈을담다,기타 휴게음식점,N
20180913,01,,29.32,동구 신천동 294-5번지 ,비어드파파CC현대시티아울렛대구점,기타 휴게음식점,N
20180928,01,,94.24,동구 중대동 434번지 ,호현당,기타 휴게음식점,N
20180920,01,,119.98,동구 봉무동 1548번지 ,드롭탑대구메가맥스타워점,기타 휴게음식점,Y
20180919,01,,33.35,동구 신암동 20번지 동서타운 ,브루앤미(Brew&Me),기타 휴게음식점,N
20180919,01,,337.12,동구 서호동 201-17번지 ,할리스커피 대구반야월점,커피숍,Y
20200706,01,,66.00,동구 지묘동 793 ,쉼표커피,기타 휴게음식점,N
20200706,01,,32.00,동구 용수동 55-27 ,인토피아카페,기타 휴게음식점,N
20200902,01,,13.20,동구 신천동 1506 신세계동대구복합환승센터 ,떡공방형제,기타 휴게음식점,N
20150824,01,,24.82,동구 용계동 441-42 ,태옥 생선찜·닭도리,커피숍,N
20200917,01,,3.30,동구 신천동 1291-75 ,씨유(cu)신천플렉스,기타 휴게음식점,N
20200917,01,,32.00,동구 신암동 461-13 ,요고데이(Yogoday),기타 휴게음식점,N
20200903,01,,46.87,동구 율하동 1435 ,에그드랍(EGG DROP)대구율하점,기타 휴게음식점,N
20200914,01,,55.76,동구 율하동 1445 율하동 타임스퀘어 ,하삼동(율하점),기타 휴게음식점,N
20200914,01,,33.00,동구 불로동 460-40 불로119안전센터 ,채움,기타 휴게음식점,N
20200904,01,,17.50,동구 신서동 534-6 ,한끼혼밥,기타 휴게음식점,N
20200910,01,,55.10,동구 율하동 1445 율하동 타임스퀘어 ,로터스베이커리,기타 휴게음식점,N
20200911,01,,56.19,동구 신암동 201-1 ,고나나 카페,기타 휴게음식점,N
20200915,01,,25.62,동구 서호동 27-6 ,카페오란다,기타 휴게음식점,N
20200915,01,,53.00,동구 율하동 1223 ,컴포즈커피(대구율하점),기타 휴게음식점,N
20200915,01,,23.10,동구 신암동 831-22 ,프레스코프루타(fresco FRUTA),기타 휴게음식점,N
20200909,01,,110.27,동구 지묘동 776-2 ,쓰리피플푸드,기타 휴게음식점,N
20200907,01,,374.15,동구 율하동 1445 율하동 타임스퀘어 ,스타벅스 대구율하점,기타 휴게음식점,Y
20210706,01,,3.30,동구 율하동 991 ,지에스(GS)25 율하빌리지점,기타 휴게음식점,N
20210706,01,,32.63,동구 신암동 129-81 ,옥토끼(Cafe OK Toki),기타 휴게음식점,N
20210706,01,,21.74,동구 신암동 106-54 ,위니오븐(WEENY OVEN),기타 휴게음식점,N
20201207,01,,35.52,동구 율하동 894-4 ,사랑,커피숍,N
20210812,01,,9.90,동구 봉무동 1542-3 ,제로100 PC,기타 휴게음식점,N
20210812,01,,39.90,동구 입석동 932-57 ,파센드(PASSEND),기타 휴게음식점,N
20210726,01,,76.90,동구 신서동 577-4 ,마마트(신서 풍경점),기타 휴게음식점,N
20210726,01,,3.00,동구 불로동 414-1 ,씨유 대구불로중앙점,기타 휴게음식점,N
20210726,01,,123.25,동구 효목동 544-1 ,블루샥효목,기타 휴게음식점,N
20210825,01,,33.06,동구 방촌동 1012-26 ,미미김밥,기타 휴게음식점,N
20210802,01,,19.81,동구 신암동 283-5 고려아파트 ,비프레시(BE FRESH),기타 휴게음식점,N
20210923,01,,3.00,동구 지묘동 1337 대구 연경 아이파크 ,씨유 대구연경아이파크점,기타 휴게음식점,N
20210907,01,,148.30,동구 신기동 121-12 ,산토끼 커피 (SANTOKKI COFFEE),기타 휴게음식점,Y
20210810,01,,3.30,동구 율하동 1295 ,씨유 대구율하서로점,기타 휴게음식점,N
20210810,01,,16.50,동구 용계동 517-3 ,밀크브라운 스탠드,기타 휴게음식점,N
20210927,01,,297.98,동구 신서동 1138-1 ,버거킹 대구신서혁신DT점,기타 휴게음식점,Y
20210927,01,,41.82,동구 신암동 1332-13 ,라누베케이크,기타 휴게음식점,N
20210928,01,,9.90,동구 신천동 1506 신세계동대구복합환승센터 ,쁘띠이쟈뷰,기타 휴게음식점,N
20210917,01,,6.60,동구 신암동 287-1 ,미니스톱 대구큰고개뉴타운점,기타 휴게음식점,N
20210924,01,,85.05,동구 둔산동 356 ,카페모미,기타 휴게음식점,N
20210908,01,,43.50,동구 각산동 1082-3 ,카페 마리안느,기타 휴게음식점,N
20210908,01,,97.29,동구 봉무동 1542-5 ,써브웨이대구이시아점,기타 휴게음식점,N
20210908,01,,28.70,동구 율하동 1117 롯데쇼핑프라자 ,"휴게음식점(치킨,튀김)",기타 휴게음식점,N
20210908,01,,36.29,동구 율하동 1117 롯데쇼핑프라자 ,치즈앤도우,기타 휴게음식점,N
20210908,01,,58.40,동구 율하동 1117 롯데쇼핑프라자 ,휴게음식점,기타 휴게음식점,N
20210908,01,,33.00,동구 신천동 653-5 ,한입과일 상큼하루,기타 휴게음식점,N
20210721,01,,26.84,동구 신암동 229-1 ,곰샐러드,기타 휴게음식점,N
20210723,01,,120.27,동구 신암동 804-6 ,달담커피,기타 휴게음식점,N
20210723,01,,106.24,동구 각산동 1071-8 ,열두나라커피,기타 휴게음식점,N
20210809,01,,32.59,동구 신서동 551-5 ,또와분식,기타 휴게음식점,N
20210823,01,,3.20,동구 신암동 233-9 ,씨유 동대구이안센트럴점,기타 휴게음식점,N
20210820,01,,6.60,동구 불로동 382-19 ,지에스(GS)25불로점,기타 휴게음식점,N
20171101,01,,20.00,동구 신평동 52-2 ,마스타컴퍼니,커피숍,N
20210916,01,,91.72,동구 방촌동 1152 방촌역세영리첼아파트 ,교동도나스 방촌점,기타 휴게음식점,N
20210916,01,,53.01,동구 각산동 1099 ,카페사람이야기 혁신점,기타 휴게음식점,N
20210722,01,,3.30,동구 각산동 1035-6 ,세븐일레븐 대구각산대로점,기타 휴게음식점,N
20210805,01,,42.97,동구 효목동 1105-2 ,푸푸커피 동촌유원지점,기타 휴게음식점,N
20210805,01,,32.00,동구 방촌동 1084-30 우방강촌마을 ,동구의 맛집,기타 휴게음식점,N
20210827,01,,99.83,동구 신서동 1188 대구혁신도시 비젼스퀘어2 ,엘린스샌드위치 대구혁신점,기타 휴게음식점,N
20210827,01,,39.72,동구 효목동 424-12 ,웍맨 (WokMan),기타 휴게음식점,N
20210830,01,,3.30,동구 신천동 1506 신세계동대구복합환승센터 ,유니콘플랜,기타 휴게음식점,N
20210819,01,,34.16,동구 불로동 460-26 ,미소꼬마김밥.노랑커피,기타 휴게음식점,N
20210727,01,,62.41,동구 지저동 932 태왕아너스리버파크2차 ,마실커피 아양기찻길점,기타 휴게음식점,N
20210525,01,,48.24,동구 율하동 1017-1 ,헬로우 유주,기타 휴게음식점,N
20210525,01,,30.00,동구 율하동 939-5 ,카페 219 (CAFE 219),기타 휴게음식점,N
20210525,01,,42.97,동구 각산동 1089 ,두스마일,기타 휴게음식점,N
20210614,01,,45.66,동구 서호동 12-8 ,일공이 카페 (102 coffee),기타 휴게음식점,N
20210614,01,,2.00,동구 신암동 166-23 ,지에스(GS)25 동대구우방점,기타 휴게음식점,N
20210506,01,,17.82,동구 봉무동 1543 ,브루클린 샐러드 이시아폴리스점,기타 휴게음식점,N
20210506,01,,29.22,동구 효목동 380-1 ,츄릅츄릅,기타 휴게음식점,N
20210623,01,,32.16,동구 신서동 564 ,민혁침장,기타 휴게음식점,N
20210623,01,,28.08,동구 불로동 267-1 ,공대생카페 불로봉무점,기타 휴게음식점,N
20210609,01,,224.06,동구 진인동 123-59 ,갓 오브 커피(God of coffee),기타 휴게음식점,Y
20210609,01,,135.50,동구 신천동 1506 신세계동대구복합환승센터 ,하프커피 대구점,기타 휴게음식점,Y
20210609,01,,60.30,동구 신서동 521-39 ,탑리터,기타 휴게음식점,N
20210513,01,,619.23,동구 율암동 1131 ,마고플레인 비스타,기타 휴게음식점,Y
20210520,01,,35.26,동구 신서동 552-1 ,안심제과,기타 휴게음식점,N
20210521,01,,67.00,동구 신천동 824-31 ,이디야커피 대구신천리버점,기타 휴게음식점,N
20210511,01,,97.60,동구 봉무동 1539-9 ,노브랜드 버거 대구이시아폴리스점,기타 휴게음식점,N
20210503,01,,1.00,동구 신암동 284-7 ,지에스(GS)25 큰고개원룸점,기타 휴게음식점,N
20210503,01,,3.30,동구 신천동 70-4 ,세븐일레븐 대구 동대구점,기타 휴게음식점,N
20210531,01,,33.00,동구 율하동 909-7 ,초밥천국,기타 휴게음식점,N
20210531,01,,28.00,동구 대림동 885 대구혁신도시 서한이다음 3차 ,샌디치,기타 휴게음식점,N
20210604,01,,3.30,동구 봉무동 1520-1 ,세븐일레븐 대구 봉무점,기타 휴게음식점,N
20200601,01,,46.20,동구 용계동 755-11번지 ,더벤티용계점,기타 휴게음식점,N
20200424,01,,16.34,동구 용수동 55-20번지 ,이조명가카페,기타 휴게음식점,N
20200512,01,,20.00,동구 불로동 1150-2번지 ,팔공명품찹쌀꽈배기,기타 휴게음식점,N
20200601,01,,44.29,동구 신암동 1286-20 ,돌풍,기타 휴게음식점,N
20200601,01,,2.00,동구 방촌동 1101-16번지 ,지에스(GS)25대구방촌점,기타 휴게음식점,N
20200527,01,,3.30,동구 검사동 756-414 ,이노스페이스피시방,기타 휴게음식점,N
20200422,01,,16.20,동구 신천동 1506 신세계동대구복합환승센터 ,또이또이베트남신세계대구점,기타 휴게음식점,N
20200603,01,,36.00,동구 봉무동 160-4 ,(주)토탈커뮤니케이션즈,기타 휴게음식점,N
20200603,01,,59.20,동구 율하동 1445 율하타임스퀘어 ,윤옥연할매떡볶이(율하점),기타 휴게음식점,N
20200504,01,,66.00,동구 효목동 168-15번지 ,미애부,기타 휴게음식점,N
20200603,01,,399.40,동구 신서동 1011-2 ,더플레이그라운드,기타 휴게음식점,N
20200522,01,,45.15,동구 율하동 1155번지 ,카페설렘율하점,기타 휴게음식점,N
20200522,01,,3.30,동구 사복동 852번지 서한e스테이 ,세븐일레븐 서한이스테이점,기타 휴게음식점,N
20210930,01,,62.98,동구 도동 470-1 측백향 커뮤니티센터 ,측벽향카페,기타 휴게음식점,N
20180910,01,,36.61,동구 율하동 1606 ,앤 마카롱,기타 휴게음식점,N
20200624,01,,54.00,동구 신기동 560 보성동원타운 ,정담아김밥홈서비스반야월점,기타 휴게음식점,N
20200619,01,,9.90,동구 동호동 107-13 ,이마트24R반야월역점,기타 휴게음식점,N
20200619,01,,49.50,동구 신천동 292-6 유성푸르나임 ,비숑,기타 휴게음식점,N
20200622,01,,60.39,동구 율하동 1445 율하타임스퀘어 ,정글비대구율하점,기타 휴게음식점,N
20200623,01,,3.30,동구 신암동 177-28 ,세븐일레븐대구이안드림점,기타 휴게음식점,N
20200610,01,,58.52,동구 상매동 505-10 ,야미스토어(Yammi Store),기타 휴게음식점,N
20200703,01,,85.14,동구 신암동 201-1 ,더리터대구신암점,기타 휴게음식점,N
20200703,01,,3.30,동구 신암동 1833 이안동대구 ,세븐일레븐동대구이안점,기타 휴게음식점,N
20200703,01,,3.30,동구 신암동 1545-6 ,지에스(GS)25(아양교역점),기타 휴게음식점,N
20200709,01,,283.32,동구 중대동 665 ,하이브(HIVE),기타 휴게음식점,Y
20200702,01,,137.20,동구 봉무동 1520-1 ,4도,기타 휴게음식점,N
20200715,01,,8.88,동구 신천동 1506 신세계동대구복합환승센터 ,영준목장,기타 휴게음식점,N
20200721,01,,19.01,동구 신암동 214-11 ,욜로PC방,기타 휴게음식점,N
20200721,01,,57.93,동구 율하동 1441 ,수제고로케엔젤스,기타 휴게음식점,N
20200625,01,,38.11,동구 각산동 425 각산 푸르지오 1단지 ,카페온오프동구점,기타 휴게음식점,N
20200625,01,,30.09,동구 신암동 175-27 ,카페드리즐,기타 휴게음식점,N
20200807,01,,3.30,동구 율하동 1402 e편한세상 세계육상선수촌 ,지에스25율하선수촌점,기타 휴게음식점,N
20200814,01,,3.30,동구 신천동 686-15 ,씨유신천휴먼시아,기타 휴게음식점,N
20200626,01,,17.69,동구 신암동 168-3 유성빌딩 ,레드PC대구신암본점,기타 휴게음식점,N
20200819,01,,15.00,동구 입석동 965-8 ,미소김밥_노랑커피,기타 휴게음식점,N
20200825,01,,58.27,동구 신서동 1145 한국감정원 ,(주)풀무원푸드앤컬처 한국부동산원카페,기타 휴게음식점,N
20200730,01,,3.30,동구 신기동 272-17 ,몸에조은즙,기타 휴게음식점,N
20200720,01,,3.30,동구 지묘동 1354-2 GH메디컬타워 ,씨유지에이치(GH)타워점,기타 휴게음식점,N
20200720,01,,54.10,동구 신서동 1154-4 푸른꿈 ,메이밀,기타 휴게음식점,N
20200720,01,,3.30,동구 신천동 1506 신세계동대구복합환승센터 ,(주)지오에프앤씨,기타 휴게음식점,N
20200720,01,,33.00,동구 방촌동 1072-38 ,더리터방촌점,기타 휴게음식점,N
20200720,01,,14.85,동구 신천동 1506 신세계동대구복합환승센터 ,컨버터,기타 휴게음식점,N
20200717,01,,3.30,동구 신기동 160-2 ,지에스(GS)25대구신기점,기타 휴게음식점,N
20200717,01,,132.00,동구 율하동 1441 ,메가엠지씨커피대구율하지구점,기타 휴게음식점,N
20200717,01,,3.30,동구 신서동 538-2 대경넥스빌 ,지에스(GS)25신서대경점,기타 휴게음식점,N
20200714,01,,77.24,동구 효목동 125-3 ,오손도손,기타 휴게음식점,N
20200714,01,,61.53,동구 봉무동 1543 ,컴포즈커피이시아폴리스점,기타 휴게음식점,N
20200722,01,,42.90,동구 효목동 352-24 ,편의방,기타 휴게음식점,N
20200710,01,,40.00,동구 신천동 279-17 ,카페나무그루,기타 휴게음식점,N
20200813,01,,15.30,동구 신암동 576-31 파티마병원 ,카페%,기타 휴게음식점,N
20200821,01,,45.13,동구 지묘동 1354-3 ,신천할매떡볶이(신떡순),기타 휴게음식점,N
20200716,01,,207.85,동구 백안동 528 ,빵무라카페,기타 휴게음식점,N
20200716,01,,27.38,동구 신기동 265-10 ,빨간떡볶이앤빨간김밥,기타 휴게음식점,N
20200824,01,,55.48,동구 율하동 1445 율하동 타임스퀘어 ,송사부수제쌀고로케 대구율하타임스퀘어점,기타 휴게음식점,N
20200824,01,,93.00,동구 신암동 166-8 ,이디야커피전문점,기타 휴게음식점,N
20200731,01,,50.00,동구 율하동 1376 ,미니카페24,기타 휴게음식점,N
20200731,01,,26.44,동구 신천동 1506 신세계동대구복합환승센터 ,아르고티,기타 휴게음식점,N
20200818,01,,61.20,동구 대림동 888-3 ,소문난옛날손만두찐빵,기타 휴게음식점,N
20200812,01,,3.30,동구 신서동 621-1 ,씨유신서엘에이치,기타 휴게음식점,N
20210719,01,,23.14,동구 봉무동 1545 이시아폴리스 라이프스타일 센터 ,미소비 플러스,기타 휴게음식점,N
20210712,01,,44.00,동구 신암동 1286-2 ,구공카페(googongcafe),기타 휴게음식점,N
20210712,01,,78.55,동구 효목동 365-8 ,카페 석류나무,기타 휴게음식점,N
20210712,01,,4.00,동구 신천동 326-21 동대구역 부띠끄시티 드라마오피스텔 ,gs신천 부띠끄점,기타 휴게음식점,N
20210706,01,,67.20,동구 신서동 621-1 ,몬스터커피,기타 휴게음식점,N
20200218,01,,21.78,동구 율하동 130-8번지 ,엔유(nu)PC율하점,기타 휴게음식점,N
20200324,01,,3.30,동구 용계동 157-16번지 ,세븐일레븐 대구용계대로점,기타 휴게음식점,N
20200324,01,,73.50,동구 방촌동 984-13 ,나나베키,기타 휴게음식점,N
20200310,01,,16.50,동구 방촌동 1119-55번지 ,샹떼피시(PC)방대구강촌점,기타 휴게음식점,N
20200109,01,,217.75,동구 신서동 548-1번지 ,대구안심점멘토즈북카페러리,기타 휴게음식점,Y
20200109,01,,49.50,동구 신기동 187-4번지 ,카페그라시아,기타 휴게음식점,N
20200303,01,,6.60,동구 율하동 1099번지 율하휴먼시아15단지 ,씨유율하금호강변점,기타 휴게음식점,N
20200217,01,,46.00,동구 신기동 206-2번지 ,카페봄봄(신기점),기타 휴게음식점,N
20200313,01,,280.22,동구 봉무동 1539번지 ,투썸플레이스 대구이시아점,기타 휴게음식점,Y
20200313,01,,60.51,동구 대림동 888-3번지 ,베리얌(VERY_YUM),기타 휴게음식점,N
20200108,01,,68.00,동구 사복동 844-3번지 ,단미상점,기타 휴게음식점,N
20200106,01,,61.53,동구 봉무동 1543 ,설렘카페이시아폴리스점,기타 휴게음식점,N
20200204,01,,66.00,동구 율하동 1124번지 ,오해피데이(oh happy day),기타 휴게음식점,N
20200327,01,,49.50,동구 방촌동 1084-88번지 ,한끼김밥,기타 휴게음식점,N
20200213,01,,41.65,동구 신천동 390-2번지 ,연화,기타 휴게음식점,N
20200213,01,,165.00,동구 효목동 582-1 골든시티상가 ,카페아르덴(CafeArden),기타 휴게음식점,N
20200206,01,,61.60,동구 지저동 757-5번지 팔공아파트 ,스마일꽈배기,기타 휴게음식점,N
20200227,01,,3.30,동구 입석동 930-6번지 명인빌딩 ,지에스25대구입석점,기타 휴게음식점,N
20200107,01,,25.08,동구 신천동 541-10 ,맛뜰안부산어묵,기타 휴게음식점,N
20200305,01,,3.30,동구 봉무동 1530번지 이시아폴리스 더샵 3차 ,씨유뉴이시아점,기타 휴게음식점,N
20200306,01,,25.00,동구 신기동 204-3번지 ,별피시(PC),기타 휴게음식점,N
20200120,01,,3.30,동구 도동 2-4번지 ,씨유(CU) 도동타운점,기타 휴게음식점,N
20200325,01,,3.30,동구 용계동 388-6번지 ,세븐일레븐 대구용계타운점,기타 휴게음식점,N
20090910,01,,4.00,동구 신천동 178-3번지 ,우리문구사,일반조리판매,N
20131001,01,,157.00,동구 방촌동 1060-1 ,파스쿠찌 퀸벨호텔점,커피숍,N
20180724,01,,28.80,동구 신천동 551-31 가람타운 ,프라이스커피(PRICECOFFEE),기타 휴게음식점,N
20180725,01,,95.55,동구 각산동 1080-5번지 ,노리파크(대구혁신점),키즈카페,N
20180725,01,,14.40,동구 율하동 1117 롯데쇼핑프라자 ,아메리칸에그샌드 대구율하점,기타 휴게음식점,N
20180726,01,,16.50,동구 동호동 366-4번지 ,한푸드,기타 휴게음식점,N
20180803,01,,21.44,동구 신서동 564번지 ,포토리아,기타 휴게음식점,N
20180806,01,,13.84,동구 신서동 520-1번지 이마트 반야월점 ,부산빨간어묵포차반야월점,기타 휴게음식점,N
20180809,01,,6.60,동구 신천동 543-20번지 ,에이스PC방,기타 휴게음식점,N
20180816,01,,97.60,동구 각산동 370-17번지 ,아크,기타 휴게음식점,N
20180821,01,,58.19,동구 신천동 387-3 ,애리스커피,기타 휴게음식점,N
20180821,01,,19.02,동구 신천동 433-1번지 ,라이키(LIKEY),기타 휴게음식점,N
20180827,01,,4.62,동구 각산동 400번지 각산 푸르지오 2단지 ,CU각산푸르지오점,기타 휴게음식점,N
20180829,01,,16.00,동구 방촌동 1070-9번지 ,매콤찰순대,기타 휴게음식점,N
20180904,01,,6.50,동구 각산동 374-5번지 ,라이또PC각산점,기타 휴게음식점,N
20200402,01,,99.63,동구 신서동 1188번지 대구혁신도시 비젼스퀘어2 ,스위트무드(sweet mood),기타 휴게음식점,N
20200129,01,,85.58,동구 신천동 66-1번지 은종빌딩 ,맛좋은음식,기타 휴게음식점,N
20200319,01,,898.52,동구 지저동 872-1번지 ,마고플레인아양,기타 휴게음식점,Y
20200408,01,,16.50,동구 방촌동 1084-623번지 ,"꽃을,보다",기타 휴게음식점,N
20200514,01,,63.45,동구 신암동 576-20 ,이디야 파티마병원점,기타 휴게음식점,N
20200513,01,,45.14,동구 신서동 823-66 ,여름식당,기타 휴게음식점,N
20200513,01,,33.00,동구 신암동 600-9번지 ,소연분식,기타 휴게음식점,N
20200423,01,,6.60,동구 동호동 367-9번지 ,씨유편의점 동호상록수점,기타 휴게음식점,N
20200604,01,,52.90,동구 신기동 268-5 ,황금찹쌀꽈배기,기타 휴게음식점,N
20200416,01,,49.50,동구 율하동 1485번지 ,또또김밥,기타 휴게음식점,N
20200611,01,,25.00,동구 방촌동 1118-121 ,룩스문디(LUX MUNDI),기타 휴게음식점,N
20200521,01,,14.00,동구 지묘동 256번지 ,더벤티,기타 휴게음식점,N
20200612,01,,3.30,동구 효목동 337 태왕메트로시티 ,씨유효목메트로점,기타 휴게음식점,N
20200409,01,,33.00,동구 방촌동 1050-71번지 영남네오빌 ,스마일꽈배기,기타 휴게음식점,N
20100709,01,,119.41,동구 신서동 554-10 ,카페로그인,커피숍,N
20200615,01,,3.30,동구 효목동 620 ,세븐일레븐대구효목빌리지점,기타 휴게음식점,N
20200518,01,,197.92,동구 봉무동 1513-3 ,쉴만한물가,기타 휴게음식점,N
20200519,01,,9.90,동구 효목동 639번지 한남아파트 ,빅터대구동구대리점,기타 휴게음식점,N
20200608,01,,88.20,동구 신천동 364-2 ,아띠,기타 휴게음식점,N
20200508,01,,3.30,동구 지묘동 1316번지 ,지에스(GS)동구연경점,기타 휴게음식점,N
20200427,01,,3.30,동구 신천동 329-5번지 동대구역지하철 ,이마트24에스(S)동대구광장점,기타 휴게음식점,N
20200427,01,,6.60,동구 신천동 329-5번지 동대구역지하철 ,이마트24알에스(RS)동대구역점,기타 휴게음식점,N
20200506,01,,130.00,동구 지묘동 1362-8 ,초아(ChoA),기타 휴게음식점,N
20200525,01,,23.20,동구 율하동 1228 SM안아주 ,디저트데이 대구율하,기타 휴게음식점,N
20200501,01,,48.80,동구 봉무동 1539-9번지 ,팔공티이시아폴리스,기타 휴게음식점,N
20200501,01,,45.60,동구 신천동 140-3 ,타타,기타 휴게음식점,N
20190712,01,,584.81,동구 효목동 986번지 ,핸즈커피 동촌유원지점,기타 휴게음식점,Y
20190821,01,,10.00,동구 신암동 177-7번지 ,후(Hoo),기타 휴게음식점,N
20190704,01,,195.78,동구 효목동 1017-8 ,이디야커피 동촌유원지점,기타 휴게음식점,Y
20191216,01,,81.36,동구 지묘동 1367-8번지 ,커피에반하다,기타 휴게음식점,N
20191202,01,,48.64,동구 각산동 1080-4번지 ,진스커피,기타 휴게음식점,N
20191202,01,,40.95,동구 방촌동 1084-505 우방강촌하이츠 ,마시그래이 강촌점,기타 휴게음식점,N
20191209,01,,17.64,동구 신암동 480번지 신암 청아람 ,위치커피(신암점),기타 휴게음식점,N
20191205,01,,7.58,동구 신서동 1188번지 대구혁신도시 비젼스퀘어2 ,지인(JIIN)커피,기타 휴게음식점,N
20191209,01,,45.00,동구 봉무동 516-4번지 1층 ,봉다방,기타 휴게음식점,N
20191029,01,,28.35,동구 동호동 52-1번지 ,보정당,기타 휴게음식점,N
20191219,01,,35.28,동구 신천동 539-2 ,빵작소,기타 휴게음식점,N
20191015,01,,35.00,동구 신천동 1507번지 동대구반도유보라 ,베지로운,기타 휴게음식점,N
20191217,01,,124.71,동구 진인동 307-1번지 ,나인카페(Nine cafe),기타 휴게음식점,N
20191224,01,,99.37,동구 방촌동 1071-19 ,데일리스윗,기타 휴게음식점,N
20191227,01,,16.73,동구 신천동 825-2 ,메리포핀스,기타 휴게음식점,N
20191220,01,,22.50,동구 신암동 330-1번지 ,커피얌(Yam),기타 휴게음식점,N
20191211,01,,9.90,동구 신서동 530-4 ,지에스(GS)25 동구신서점,기타 휴게음식점,N
20191022,01,,6.10,동구 신천동 1506번지 신세계동대구복합환승센터 ,가마솥진국,기타 휴게음식점,N
20191118,01,,172.64,동구 신천동 383-4 ,롯데리아 동대구점,기타 휴게음식점,N
20191028,01,,33.00,동구 신천동 538-15번지 신천역 까사밀라 ,카페오엔(cafe ON),기타 휴게음식점,N
20191115,01,,3.30,동구 입석동 926-27번지 KT ,씨유(CU)대구입석타운,편의점,N
20191024,01,,42.90,동구 신암동 186-12번지 ,빨간모자피자 동대구점,기타 휴게음식점,N
20191129,01,,49.00,동구 효목동 163-14번지 ,단아,기타 휴게음식점,N
20191129,01,,27.00,동구 신암동 808-3번지 ,뉴욕핫도그,기타 휴게음식점,N
20191125,01,,144.38,동구 미대동 331-1 ,로컬팜카페8062,기타 휴게음식점,N
20191125,01,,3.30,동구 신천동 850번지 신천 두산위브 ,이마트24 두산위브점,기타 휴게음식점,N
20191125,01,,6.60,동구 신서동 627-15번지 각산역 ,이마트24 에스(S)각산역점,기타 휴게음식점,N
20191125,01,,3.30,동구 용계동 878-97번지 ,씨유 대구용계타운점,기타 휴게음식점,N
20191011,01,,16.53,동구 신천동 568-2번지 ,핑거커피,기타 휴게음식점,N
20191011,01,,34.12,동구 신서동 552-1 ,주식회사 화소정,커피숍,N
20191016,01,,28.36,동구 신천동 441-1 ,쁘띠팔레트,기타 휴게음식점,N
20191016,01,,55.80,동구 지묘동 793번지 ,참옻나무옻닭궁전,기타 휴게음식점,N
20191002,01,,53.76,동구 율하동 1421번지 ,더벤티 대구율하광장점,커피숍,N
20191112,01,,21.81,동구 율하동 877-9번지 ,꼬끄롱,기타 휴게음식점,N
20191119,01,,27.20,동구 율하동 931-2번지 ,(茶:)다미,기타 휴게음식점,N
20191231,01,,40.00,동구 율하동 48-1번지 ,와우쥬,기타 휴게음식점,N
20191231,01,,262.05,동구 검사동 957-17 ,써브웨이대구동촌디티점,기타 휴게음식점,N
20190106,01,,72.33,동구 신평동 760-20번지 ,솔트,기타 휴게음식점,N
20200106,01,,46.10,동구 신암동 174-22번지 ,노랑케이크,기타 휴게음식점,N
20191206,01,,18.83,동구 검사동 745-1번지 ,떡줄놈,기타 휴게음식점,N
20191203,01,,20.10,동구 신서동 1032-4 ,욜로PC방 신서점,기타 휴게음식점,N
20191008,01,,85.00,동구 신천동 386-2 서린빌딩 ,이디야동대구환승센터점,기타 휴게음식점,N
20191111,01,,98.93,동구 금강동 410-5번지 ,삼구이십칠,기타 휴게음식점,N
20180511,01,,30.80,동구 신천동 427-17 ,프로마쥬,기타 휴게음식점,N
20191213,01,,103.20,동구 율하동 133-8번지 ,지웍스손수,기타 휴게음식점,N
20191122,01,,13.20,동구 신서동 526-3번지 ,앤유피시(NUPC),기타 휴게음식점,N
20191004,01,,49.50,동구 상매동 506-2번지 아마레 호텔 ,아마레 식당,기타 휴게음식점,N
20191004,01,,6.60,동구 신천동 1506번지 신세계동대구복합환승센터 ,퍼펙트아이스,기타 휴게음식점,N
20191004,01,,32.24,동구 신서동 1166-2번지 ,메인스테이(main stay),기타 휴게음식점,N
20141014,01,,284.40,동구 중대동 38-20번지 ,슬립리스인시애틀 팔공산점,커피숍,Y
20191127,01,,6.60,동구 봉무동 1543-5번지 ,팔공로53,기타 휴게음식점,N
20191121,01,,41.40,동구 율하동 957-8번지 ,똘이네분식,기타 휴게음식점,N
20191121,01,,13.20,동구 신천동 1506번지 신세계동대구복합환승센터 ,그린파이브,기타 휴게음식점,N
20191007,01,,29.48,동구 각산동 377-7번지 ,호호베이킹,기타 휴게음식점,N
20191127,01,,473.14,동구 신암동 648-6번지 ,투썸플레이스 동북로점,기타 휴게음식점,Y
20191127,01,,10.00,동구 대림동 888-4번지 ,크레인PC 대구동구본점,기타 휴게음식점,N
20191120,01,,4.00,동구 각산동 389-2번지 성지각산아파트 ,GS25 뉴대구각산점,편의점,N
20191120,01,,33.00,동구 신천동 1506번지 신세계동대구복합환승센터 ,빌리디언리프(나무),기타 휴게음식점,N
20191104,01,,79.10,동구 용계동 56-5번지 ,아트숲연수원아리카페(Aricafe),기타 휴게음식점,N
20200103,01,,82.04,동구 신암동 705-5 ,백주부김밥떡볶이,기타 휴게음식점,N
